,title,budget,popularity,production_companies,release_date,runtime,revenue,status,vote_average,vote_count,Year
2353,Life as a House,18000000,5.706767,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2001-10-25,125.0,0,Released,7.2,120,2001
2354,Steve Jobs,30000000,53.670525,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Management 360"", ""id"": 4220}, {""name"": ""Cloud Eight Films"", ""id"": 6708}]",2015-10-09,122.0,34441873,Released,6.8,1573,2015
2355,"I Love You, Beth Cooper",18000000,14.15192,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Fox Atomic"", ""id"": 2890}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Bece Canada Productions"", ""id"": 11755}]",2009-07-10,102.0,0,Released,5.1,197,2009
2356,Youth in Revolt,18000000,13.462544,"[{""name"": ""Dimension Films"", ""id"": 7405}]",2009-09-11,87.0,0,Released,5.9,319,2009
2358,The Tailor of Panama,21000000,7.047975,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Merlin Films"", ""id"": 3201}]",2001-02-11,109.0,28008462,Released,6.2,92,2001
2360,Getaway,18000000,16.520516,"[{""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""After Dark Films"", ""id"": 3608}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Saints LA"", ""id"": 19719}, {""name"": ""Bomar OOD"", ""id"": 28176}, {""name"": ""thefyzz"", ""id"": 36109}, {""name"": ""Dunulf Productions"", ""id"": 68548}, {""name"": ""Emmitt Productions Limited"", ""id"": 68549}, {""name"": ""ADF Acquisitions"", ""id"": 68550}]",2013-08-29,90.0,10501938,Released,4.9,246,2013
2362,And So It Goes,18000000,9.633711,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""ASIG Productions"", ""id"": 32245}]",2014-07-20,94.0,25312387,Released,5.7,164,2014
2364,Being Julia,0,1.946634,"[{""name"": ""Serendipity Point Films"", ""id"": 805}]",2004-09-03,104.0,0,Released,6.4,23,2004
2367,The Last Station,0,3.6592919999999998,"[{""name"": ""Zephyr Films"", ""id"": 16923}, {""name"": ""Egoli Tossell Film"", ""id"": 44224}]",2009-09-04,112.0,0,Released,6.7,55,2009
2369,Labor Day,18000000,17.683563,"[{""name"": ""Mr. Mudd Production"", ""id"": 2130}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""Right of Way Films"", ""id"": 32157}]",2013-12-27,111.0,20275812,Released,6.7,299,2013
2370,Mongol: The Rise of Genghis Khan,18000000,10.1449,"[{""name"": ""Kinokompaniya CTB"", ""id"": 886}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Andreevsky Flag Film Company"", ""id"": 11996}, {""name"": ""Kinofabrika"", ""id"": 16522}, {""name"": ""Eurasia Film Production"", ""id"": 16524}]",2007-09-20,120.0,26527510,Released,6.5,158,2007
2371,RockNRolla,18000000,31.887978000000004,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Toff Guy Films"", ""id"": 2900}, {""name"": ""Warner Bros."", ""id"": 6194}]",2008-09-04,114.0,25739015,Released,6.9,836,2008
2374,Mao's Last Dancer,25000000,1.876811,"[{""name"": ""Great Scott Productions Pty. Ltd."", ""id"": 2814}]",2009-10-01,117.0,20719451,Released,6.8,28,2009
2375,Midnight Special,18000000,32.717853000000005,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Faliro House Productions"", ""id"": 19246}, {""name"": ""Tri-State Pictures"", ""id"": 50914}]",2016-02-18,112.0,6212282,Released,6.2,694,2016
2376,Anything Else,0,8.945081,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Granada Film Productions"", ""id"": 247}, {""name"": ""Perdido Prod."", ""id"": 291}, {""name"": ""Canal+"", ""id"": 5358}]",2003-08-27,108.0,0,Released,6.2,149,2003
2377,The Railway Man,18000000,13.916583,"[{""name"": ""Archer Street Productions"", ""id"": 1471}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Pictures in Paradise"", ""id"": 3207}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Latitude Media"", ""id"": 15577}, {""name"": ""Thai Occidental Productions"", ""id"": 15578}]",2013-12-26,116.0,22309223,Released,6.7,273,2013
2378,The White Ribbon,15238800,17.94739,"[{""name"": ""Les Films du Losange"", ""id"": 223}, {""name"": ""Wega Film"", ""id"": 224}, {""name"": ""Lucky Red"", ""id"": 779}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}]",2009-05-21,144.0,0,Released,7.2,255,2009
2379,Restoration,0,2.525569,[],2016-05-03,90.0,0,Released,5.3,11,2016
2381,Salton Sea,18000000,10.991280999999999,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Darkwoods Productions"", ""id"": 3982}]",2002-01-01,103.0,676698,Released,7.0,104,2002
2382,Metallica: Through the Never,18000000,7.871686,"[{""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Picturehouse Entertainment"", ""id"": 11486}]",2013-09-25,93.0,7972967,Released,6.7,83,2013
2383,The Informers,18000000,6.333869,"[{""name"": ""Senator Entertainment Co"", ""id"": 3319}]",2008-11-05,98.0,382174,Released,4.4,60,2008
2384,Carlos,18000000,1.138383,"[{""name"": ""Egoli Tossell Film AG"", ""id"": 2254}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Arte France"", ""id"": 6111}, {""name"": ""Films en Stock"", ""id"": 11394}]",2010-05-19,338.0,871279,Released,6.7,50,2010
2385,I Come with the Rain,18000000,8.266124000000001,"[{""name"": ""Central-Europa Film"", ""id"": 2195}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TF1 International"", ""id"": 7799}, {""name"": ""Morena Films"", ""id"": 10031}, {""name"": ""Lumiere"", ""id"": 11444}, {""name"": ""LeBrocquy Fraser Productions"", ""id"": 21605}, {""name"": ""Better Wide"", ""id"": 21606}]",2009-05-14,114.0,0,Released,5.6,20,2009
2386,One Man's Hero,0,0.910529,"[{""name"": ""Filmax"", ""id"": 3631}, {""name"": ""Silver Lion Films"", ""id"": 11601}, {""name"": ""Televisa S.A. de C.V."", ""id"": 55465}, {""name"": ""Arco Films S.L"", ""id"": 55776}, {""name"": ""Hool/Macdonald Productions"", ""id"": 55777}, {""name"": ""Producciones San Patricia"", ""id"": 55778}]",1999-08-02,121.0,0,Released,9.3,2,1999
2388,I Am Wrath,18000000,10.144222000000001,"[{""name"": ""Patriot Pictures"", ""id"": 2373}, {""name"": ""Vallelonga Productions"", ""id"": 3084}, {""name"": ""Vengeance is Mine Productions"", ""id"": 73316}, {""name"": ""Hannibal Classics"", ""id"": 76777}]",2016-04-14,92.0,0,Released,4.5,179,2016
2389,Renaissance,18000000,9.244181,"[{""name"": ""Onyx Films"", ""id"": 2203}, {""name"": ""Backup Films"", ""id"": 5381}, {""name"": ""France2 Cin\u00e9ma"", ""id"": 7089}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}]",2006-03-16,105.0,1831348,Released,6.7,77,2006
2391,Red Lights,14000000,22.748174,"[{""name"": ""First Generation Films"", ""id"": 4908}, {""name"": ""Antena 3 Films"", ""id"": 6538}, {""name"": ""Televisi\u00f3 de Catalunya TV3"", ""id"": 6778}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Nostromo Pictures"", ""id"": 11068}, {""name"": ""Generalitat de Catalunya - Institut Catal\u00e0 de les Ind\u00fastries Culturals (ICIC)"", ""id"": 16055}, {""name"": ""Cindy Cowan Entertainment"", ""id"": 22862}, {""name"": ""La Sexta"", ""id"": 22863}, {""name"": ""Attitude Pin\u00edculas y Films A.I.E."", ""id"": 58260}]",2012-03-02,119.0,13551174,Released,6.0,376,2012
2392,Superbad,20000000,33.436091999999995,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}]",2007-08-17,113.0,121463226,Released,7.0,2100,2007
2393,Madea Goes to Jail,0,3.107371,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Tyler Perry Company, The"", ""id"": 3096}]",2009-02-16,103.0,90508336,Released,6.4,52,2009
2394,Wolves,18000000,7.922639,"[{""name"": ""Copperheart Entertainment"", ""id"": 5106}, {""name"": ""Entertainment One"", ""id"": 8147}, {""name"": ""Dark Hero Studios"", ""id"": 49925}]",2014-08-28,90.0,0,Released,5.7,82,2014
2395,Step Up 2: The Streets,23000000,28.973074,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2008-02-14,98.0,150816700,Released,6.5,640,2008
2396,Hoodwinked!,15000000,23.980329,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Kanbar Entertainment"", ""id"": 7580}, {""name"": ""Blue Yonder Films"", ""id"": 49126}]",2005-12-16,80.0,51053787,Released,5.9,479,2005
2397,Hotel Rwanda,17500000,28.605420000000002,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""United Artists"", ""id"": 60}, {""name"": ""Industrial Development Corporation of South Africa"", ""id"": 564}, {""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Miracle Pictures"", ""id"": 2760}, {""name"": ""Sixth Sense Productions"", ""id"": 7495}, {""name"": ""Mikado Film"", ""id"": 11912}, {""name"": ""Inside Track Films"", ""id"": 19834}]",2004-09-11,121.0,38000000,Released,7.5,793,2004
2398,Hitman,24000000,42.669304,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Anka Film"", ""id"": 867}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Daybreak Productions"", ""id"": 11746}, {""name"": ""Prime Universe Productions"", ""id"": 11747}]",2007-11-21,89.0,99965753,Released,5.9,966,2007
2399,Black Nativity,17500000,7.180403,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Malvern Pictures"", ""id"": 85720}]",2013-11-27,93.0,7018189,Released,5.8,16,2013
2400,The Prince,18000000,21.638673,"[{""name"": ""Grindstone Entertainment Group"", ""id"": 3604}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Oasis Films"", ""id"": 33831}, {""name"": ""Aperture Entertainment"", ""id"": 33832}]",2014-08-22,93.0,266586800,Released,4.6,218,2014
2401,City of Ghosts,0,2.64486,[],2002-01-01,116.0,0,Released,5.4,18,2002
2402,The Others,0,25.881355,"[{""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Sogecine"", ""id"": 692}, {""name"": ""Las Producciones del Escorpion"", ""id"": 778}, {""name"": ""Lucky Red"", ""id"": 779}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Miramax"", ""id"": 53009}]",2001-08-02,101.0,0,Released,7.4,1660,2001
2406,Let's Be Cops,17000000,70.66892299999999,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""WideAwake"", ""id"": 28787}, {""name"": ""Genre Films"", ""id"": 28788}]",2014-08-13,104.0,136621271,Released,6.4,1219,2014
2407,Sideways,16000000,23.425431,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Michael London Productions"", ""id"": 1187}, {""name"": ""Sideways Productions Inc."", ""id"": 12157}]",2004-10-22,126.0,109502303,Released,6.9,478,2004
2408,Beerfest,17500000,14.304444,"[{""name"": ""Broken Lizard Industries"", ""id"": 2773}]",2006-08-25,110.0,19179969,Released,5.8,172,2006
2410,Good Boy!,17000000,3.5603300000000004,"[{""name"": ""Jim Henson Pictures"", ""id"": 6255}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2003-10-10,87.0,0,Released,4.7,30,2003
2411,The Best Man Holiday,17000000,7.210095,"[{""name"": ""Universal"", ""id"": 6292}]",2013-11-15,123.0,71625195,Released,6.7,110,2013
2412,Smokin' Aces,17000000,23.491962,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Working Title Films"", ""id"": 10163}]",2006-12-09,109.0,57103895,Released,6.4,534,2006
2413,Saw: The Final Chapter,20000000,36.133536,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Twisted Pictures"", ""id"": 2061}, {""name"": ""Serendipity Productions"", ""id"": 6680}]",2010-10-21,90.0,136150434,Released,5.8,730,2010
2414,40 Days and 40 Nights,17000000,14.18136,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Working Title Films"", ""id"": 10163}]",2002-03-01,94.0,0,Released,5.2,297,2002
2416,Beastly,17000000,24.054062,"[{""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}, {""name"": ""Storefront Films"", ""id"": 60600}]",2011-01-21,86.0,43165571,Released,6.0,849,2011
2417,The Hills Have Eyes,15000000,35.107857,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Major Studio Partners"", ""id"": 445}, {""name"": ""Craven-Maddalena Films"", ""id"": 1600}]",2006-03-10,107.0,69623713,Released,6.1,705,2006
2418,Dickie Roberts: Former Child Star,0,10.149569,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]",2003-09-05,98.0,0,Released,5.1,64,2003
2419,"McFarland, USA",0,14.023082,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mayhem Pictures"", ""id"": 22881}]",2015-02-20,128.0,45710059,Released,7.4,213,2015
2420,Lottery Ticket,0,9.054803,"[{""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Sweepstake Productions"", ""id"": 49966}]",2010-08-20,99.0,0,Released,5.6,54,2010
2421,ATL,20000000,5.422285,"[{""name"": ""Warner Bros."", ""id"": 6194}]",2006-03-31,105.0,21170563,Released,6.0,32,2006
2422,Pitch Perfect,17000000,32.746486,"[{""name"": ""Brownstone Productions"", ""id"": 12365}]",2012-09-28,112.0,115350426,Released,7.3,2247,2012
2423,Summer Catch,34000000,3.9600980000000003,"[{""name"": ""Tollin/Robbins Productions"", ""id"": 2184}, {""name"": ""Warner Bros."", ""id"": 6194}]",2001-08-22,108.0,19693891,Released,4.8,63,2001
2425,They,17000000,4.5442160000000005,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Good Machine"", ""id"": 10565}, {""name"": ""Radar Pictures"", ""id"": 14718}]",2002-11-01,89.0,0,Released,4.6,74,2002
2426,Larry the Cable Guy: Health Inspector,0,2.184708,"[{""name"": ""Parallel Pictures"", ""id"": 18575}]",2006-03-24,89.0,0,Released,3.3,17,2006
2427,The Adventures of Elmo in Grouchland,0,3.09159,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Children's Television Workshop"", ""id"": 5061}, {""name"": ""Jim Henson Pictures"", ""id"": 6255}]",1999-10-01,73.0,0,Released,6.3,14,1999
2428,Brooklyn's Finest,17000000,18.790101999999997,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Langley Productions"", ""id"": 2435}, {""name"": ""Thunder Road Productions"", ""id"": 4654}, {""name"": ""Fuqua Films"", ""id"": 8151}, {""name"": ""Millennium Films"", ""id"": 10254}]",2009-01-16,133.0,29536299,Released,6.2,293,2009
2430,Evil Dead,17000000,33.912116,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""FilmDistrict"", ""id"": 7263}]",2013-04-05,91.0,97542952,Released,6.4,1723,2013
2431,My Life in Ruins,17000000,5.787891,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""26 Films"", ""id"": 2157}]",2009-02-06,95.0,20455276,Released,5.6,101,2009
2432,American Dreamz,17000000,7.864011,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Depth of Field"", ""id"": 1473}]",2006-03-04,107.0,7314027,Released,4.9,95,2006
2434,How She Move,0,1.782666,"[{""name"": ""MTV Films"", ""id"": 746}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Celluloid Dreams"", ""id"": 860}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Corus Entertainment"", ""id"": 11550}, {""name"": ""Movie Central Network"", ""id"": 11551}, {""name"": ""Chum Television"", ""id"": 11569}, {""name"": ""Ontario Media Development Corporation (OMDC)"", ""id"": 11576}, {""name"": ""Movie Network, The (TMN)"", ""id"": 11635}, {""name"": ""Shaw Rocket Fund"", ""id"": 12116}, {""name"": ""Canadian Television Fund"", ""id"": 20170}, {""name"": ""Harold Greenberg Fund"", ""id"": 22208}, {""name"": ""Sienna Films"", ""id"": 23486}, {""name"": ""Ontario Film and Television Tax Credit (OFTTC)"", ""id"": 54606}, {""name"": ""Canada Television and Cable Production Fund License Program (CTCPF)"", ""id"": 57498}]",2008-01-25,94.0,0,Released,3.0,6,2008
2435,Running Scared,17000000,19.311572,"[{""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""True Grit Productions"", ""id"": 2227}, {""name"": ""Zero Gravity Management"", ""id"": 5357}, {""name"": ""Pierce/Williams Entertainment"", ""id"": 18621}]",2006-01-06,122.0,9500000,Released,7.0,331,2006
2436,Bobby Jones: Stroke of Genius,0,2.897449,"[{""name"": ""Dean River Productions"", ""id"": 3915}, {""name"": ""Bobby Jones Films LLC"", ""id"": 11144}, {""name"": ""LIFE(n)"", ""id"": 11145}, {""name"": ""McDongall Films"", ""id"": 11146}]",2004-04-30,120.0,0,Released,5.5,19,2004
2438,The Illusionist,40000000,36.960953,"[{""name"": ""Michael London Productions"", ""id"": 1187}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""Bull's Eye Entertainment"", ""id"": 25432}, {""name"": ""Contagious Entertainment"", ""id"": 52740}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2006-08-18,110.0,86915017,Released,7.1,1615,2006
2440,Veronica Guerin,17000000,9.583578,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2003-07-11,98.0,1569918,Released,6.8,59,2003
2441,Escobar: Paradise Lost,17000000,25.112567000000002,"[{""name"": ""Nexus Factory"", ""id"": 7561}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Jaguar Films"", ""id"": 10497}, {""name"": ""Umedia"", ""id"": 19037}, {""name"": ""Chapter 2"", ""id"": 20339}, {""name"": ""Roxbury"", ""id"": 63810}]",2014-10-11,120.0,3758328,Released,6.1,271,2014
2442,Southland Tales,17000000,9.349386,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Persistent Entertainment"", ""id"": 810}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Cherry Road Films LLC"", ""id"": 1700}, {""name"": ""MHF Zweite Academy Film"", ""id"": 8848}, {""name"": ""Darko Entertainment"", ""id"": 12622}, {""name"": ""Academy Films"", ""id"": 54030}, {""name"": ""Eden Roc Productions"", ""id"": 87783}]",2006-05-15,144.0,374743,Released,5.2,153,2006
2443,Dragon Hunters,15000000,8.884405000000001,"[{""name"": ""Futurikon"", ""id"": 2613}]",2008-03-19,80.0,0,Released,6.5,129,2008
2445,The Apparition,17000000,6.385234,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Studio Babelsberg Motion Pictures"", ""id"": 37826}]",2012-08-23,82.0,9627492,Released,4.5,140,2012
2447,Fur: An Imaginary Portrait of Diane Arbus,16800000,4.358255000000001,"[{""name"": ""River Road Entertainment"", ""id"": 1246}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}, {""name"": ""Iron Film"", ""id"": 36650}]",2006-08-30,122.0,2281089,Released,5.8,73,2006
2450,Becoming Jane,16500000,18.236284,"[{""name"": ""Ecosse Films"", ""id"": 1267}, {""name"": ""2 Entertain"", ""id"": 2689}, {""name"": ""Bueprint Pictures"", ""id"": 6342}]",2007-03-02,120.0,37311672,Released,6.9,317,2007
2451,Sydney White,16500000,10.74648,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Clifford Werber Productions"", ""id"": 46051}, {""name"": ""SW7D Productions"", ""id"": 46052}]",2007-09-21,108.0,13620075,Released,6.0,236,2007
2452,House of Sand and Fog,16500000,12.102725,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cobalt Media Group"", ""id"": 18619}, {""name"": ""Bisgrove Entertainment"", ""id"": 59951}]",2003-12-19,126.0,16942795,Released,7.0,199,2003
2457,Road Trip,16000000,14.759948000000001,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}]",2000-05-19,93.0,119754278,Released,5.9,542,2000
2458,Varsity Blues,0,9.229999000000001,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}]",1999-01-15,106.0,0,Released,6.0,122,1999
2459,The Artist,15000000,29.943315999999996,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""La Petite Reine"", ""id"": 1992}, {""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Jouror Productions"", ""id"": 12391}, {""name"": ""La Classe Am\u00e9ricaine"", ""id"": 50630}, {""name"": ""JD Prod"", ""id"": 71510}]",2011-05-15,100.0,133432856,Released,7.3,1049,2011
2460,The Unborn,16000000,15.788784,"[{""name"": ""Rogue Pictures"", ""id"": 134}, {""name"": ""Phantom Four"", ""id"": 423}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Relativity Media"", ""id"": 7295}]",2009-01-09,87.0,76514050,Released,4.8,365,2009
2461,Moonrise Kingdom,16000000,41.083914,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""American Empirical Pictures"", ""id"": 23449}, {""name"": ""Moonrise"", ""id"": 25626}]",2012-05-16,94.0,68263166,Released,7.6,1662,2012
2462,The Texas Chainsaw Massacre: The Beginning,16000000,21.380635,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Vortex/Henkel/Hooper"", ""id"": 23653}, {""name"": ""Texas Chainsaw Productions"", ""id"": 56620}]",2006-10-06,91.0,0,Released,5.9,402,2006
2463,The Young Messiah,18500000,1.8845580000000002,"[{""name"": ""Focus Features"", ""id"": 10146}]",2016-03-10,120.0,6490401,Released,6.4,30,2016
2464,The Master of Disguise,0,4.382761,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]",2002-08-02,80.0,0,Released,3.7,78,2002
2465,Pan's Labyrinth,19000000,90.80940799999999,"[{""name"": ""Estudios Picasso"", ""id"": 2029}, {""name"": ""Esperanto Filmoj"", ""id"": 7470}, {""name"": ""Tequila Gang"", ""id"": 11628}]",2006-05-27,118.0,83258226,Released,7.6,3041,2006
2466,See Spot Run,0,6.5790169999999994,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Spot Pictures"", ""id"": 76292}]",2001-03-02,94.0,0,Released,4.8,44,2001
2467,Baby Boy,16000000,7.854989,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""New Deal Productions"", ""id"": 1947}]",2001-06-27,130.0,29381649,Released,7.4,55,2001
2468,The Roommate,16000000,11.807269,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Screen Gems"", ""id"": 3287}]",2011-02-04,91.0,40492759,Released,5.3,224,2011
2469,Joe Dirt,17700000,15.976335,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]",2001-04-10,91.0,30987695,Released,5.5,242,2001
2471,Hot Fuzz,12000000,38.623178,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""GAGA"", ""id"": 3656}, {""name"": ""Working Title Films"", ""id"": 10163}]",2007-02-14,121.0,80573774,Released,7.4,2199,2007
2472,The Women,16000000,8.8321,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2008-09-12,114.0,50007546,Released,4.6,96,2008
2473,Vicky Cristina Barcelona,15000000,32.758254,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Gravier Productions"", ""id"": 1824}, {""name"": ""Antena 3 Films"", ""id"": 6538}, {""name"": ""Televisi\u00f3 de Catalunya (TV3)"", ""id"": 8530}, {""name"": ""Antena 3 Televisi\u00f3n"", ""id"": 11737}, {""name"": ""Mediapro"", ""id"": 12010}]",2008-08-15,96.0,96408652,Released,6.7,1020,2008
2474,Arn: The Knight Templar,25000000,6.091033,"[{""name"": ""Danmarks Radio (DR)"", ""id"": 119}, {""name"": ""Telepool"", ""id"": 823}, {""name"": ""AMC Pictures"", ""id"": 2800}, {""name"": ""TV4 Sweden"", ""id"": 2802}, {""name"": ""SF Norge"", ""id"": 2888}, {""name"": ""Molinare Studios"", ""id"": 4250}, {""name"": ""Yleisradio (YLE)"", ""id"": 5975}, {""name"": ""Svensk Filmindustri (SF)"", ""id"": 6181}, {""name"": ""Juonifilmi"", ""id"": 9375}, {""name"": ""TV2 Norge"", ""id"": 11682}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Soundchef Studios"", ""id"": 18843}, {""name"": ""Arion Communications Ltd."", ""id"": 22675}, {""name"": ""Dagsljus Filmequipment"", ""id"": 22676}, {""name"": ""Sheba Films"", ""id"": 24991}, {""name"": ""Sandline Production"", ""id"": 24992}, {""name"": ""Europa Film Sound Production"", ""id"": 24993}]",2007-12-17,139.0,0,Released,6.4,76,2007
2475,Boys and Girls,16000000,9.119797,"[{""name"": ""Punch 21 Productions"", ""id"": 13158}]",2000-06-16,94.0,20627372,Released,5.4,103,2000
